"Competencia";"is_total";"Tipo_Movimentacao";"cnae_subclasse";"Quantidade"
"Nov/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";414
"Nov/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";227
"Nov/2017";FALSE;"Desligamento por demissão com justa causa";"2451";17
"Nov/2017";FALSE;"Desligamento por demissão com justa causa";"2452";2
"Nov/2017";FALSE;"Desligamento a pedido";"2451";143
"Nov/2017";FALSE;"Desligamento a pedido";"2452";33
"Nov/2017";FALSE;"Desligamento por morte";"2451";8
"Nov/2017";FALSE;"Desligamento por morte";"2452";1
"Out/2017";FALSE;"Admissão por primeiro emprego";"2451";119
"Out/2017";FALSE;"Admissão por primeiro emprego";"2452";30
"Out/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";574
"Out/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";251
"Out/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";499
"Out/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";214
"Out/2017";FALSE;"Desligamento por demissão com justa causa";"2451";19
"Out/2017";FALSE;"Desligamento por demissão com justa causa";"2452";4
"Out/2017";FALSE;"Desligamento a pedido";"2451";168
"Out/2017";FALSE;"Desligamento a pedido";"2452";41
"Out/2017";FALSE;"Desligamento por morte";"2451";4
"Out/2017";FALSE;"Desligamento por morte";"2452";1
"Set/2017";FALSE;"Admissão por primeiro emprego";"2451";141
"Set/2017";FALSE;"Admissão por primeiro emprego";"2452";19
"Set/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";543
"Set/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";272
"Set/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";418
"Set/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";284
"Set/2017";FALSE;"Desligamento por demissão com justa causa";"2451";11
"Set/2017";FALSE;"Desligamento por demissão com justa causa";"2452";2
"Set/2017";FALSE;"Desligamento a pedido";"2451";174
"Set/2017";FALSE;"Desligamento a pedido";"2452";38
"Set/2017";FALSE;"Desligamento por morte";"2451";4
"Set/2017";FALSE;"Desligamento por morte";"2452";0
"Ago/2017";FALSE;"Admissão por primeiro emprego";"2451";141
"Ago/2017";FALSE;"Admissão por primeiro emprego";"2452";23
"Ago/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";729
"Ago/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";351
"Ago/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";637
"Ago/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";246
"Ago/2017";FALSE;"Desligamento por demissão com justa causa";"2451";24
"Ago/2017";FALSE;"Desligamento por demissão com justa causa";"2452";5
"Ago/2017";FALSE;"Desligamento a pedido";"2451";189
"Ago/2017";FALSE;"Desligamento a pedido";"2452";45
"Ago/2017";FALSE;"Desligamento por aposentadoria";"2451";1
"Ago/2017";FALSE;"Desligamento por aposentadoria";"2452";1
"Ago/2017";FALSE;"Desligamento por morte";"2451";6
"Ago/2017";FALSE;"Desligamento por morte";"2452";2
"Jul/2017";FALSE;"Admissão por primeiro emprego";"2451";390
"Jul/2017";FALSE;"Admissão por primeiro emprego";"2452";43
"Jul/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";733
"Jul/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";356
"Jul/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";762
"Jul/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";250
"Jul/2017";FALSE;"Desligamento por demissão com justa causa";"2451";19
"Jul/2017";FALSE;"Desligamento por demissão com justa causa";"2452";4
"Jul/2017";FALSE;"Desligamento a pedido";"2451";158
"Jul/2017";FALSE;"Desligamento a pedido";"2452";49
"Jul/2017";FALSE;"Desligamento por aposentadoria";"2451";1
"Jul/2017";FALSE;"Desligamento por aposentadoria";"2452";0
"Jul/2017";FALSE;"Desligamento por morte";"2451";4
"Jul/2017";FALSE;"Desligamento por morte";"2452";4
"Jun/2017";FALSE;"Admissão por primeiro emprego";"2451";175
"Jun/2017";FALSE;"Admissão por primeiro emprego";"2452";15
"Jun/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";712
"Jun/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";300
"Jun/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";717
"Jun/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";266
"Jun/2017";FALSE;"Desligamento por demissão com justa causa";"2451";20
"Jun/2017";FALSE;"Desligamento por demissão com justa causa";"2452";4
"Jun/2017";FALSE;"Desligamento a pedido";"2451";160
"Jun/2017";FALSE;"Desligamento a pedido";"2452";63
"Jun/2017";FALSE;"Desligamento por aposentadoria";"2451";0
"Jun/2017";FALSE;"Desligamento por aposentadoria";"2452";1
"Jun/2017";FALSE;"Desligamento por morte";"2451";5
"Jun/2017";FALSE;"Desligamento por morte";"2452";5
"Mai/2017";FALSE;"Admissão por primeiro emprego";"2451";199
"Mai/2017";FALSE;"Admissão por primeiro emprego";"2452";19
"Mai/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";889
"Mai/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";265
"Mai/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1014
"Mai/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";238
"Mai/2017";FALSE;"Desligamento por demissão com justa causa";"2451";25
"Mai/2017";FALSE;"Desligamento por demissão com justa causa";"2452";2
"Mai/2017";FALSE;"Desligamento a pedido";"2451";174
"Mai/2017";FALSE;"Desligamento a pedido";"2452";45
"Mai/2017";FALSE;"Desligamento por morte";"2451";13
"Mai/2017";FALSE;"Desligamento por morte";"2452";4
"Abr/2017";FALSE;"Admissão por primeiro emprego";"2451";188
"Abr/2017";FALSE;"Admissão por primeiro emprego";"2452";19
"Abr/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";673
"Abr/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";262
"Abr/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";687
"Abr/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";223
"Abr/2017";FALSE;"Desligamento por demissão com justa causa";"2451";24
"Abr/2017";FALSE;"Desligamento por demissão com justa causa";"2452";6
"Abr/2017";FALSE;"Desligamento a pedido";"2451";173
"Abr/2017";FALSE;"Desligamento a pedido";"2452";36
"Abr/2017";FALSE;"Desligamento por aposentadoria";"2451";2
"Abr/2017";FALSE;"Desligamento por aposentadoria";"2452";0
"Abr/2017";FALSE;"Desligamento por morte";"2451";4
"Abr/2017";FALSE;"Desligamento por morte";"2452";2
"Mar/2017";FALSE;"Admissão por primeiro emprego";"2451";233
"Mar/2017";FALSE;"Admissão por primeiro emprego";"2452";18
"Mar/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";755
"Mar/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";319
"Mar/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";571
"Mar/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";285
"Mar/2017";FALSE;"Desligamento por demissão com justa causa";"2451";24
"Mar/2017";FALSE;"Desligamento por demissão com justa causa";"2452";5
"Mar/2017";FALSE;"Desligamento a pedido";"2451";167
"Mar/2017";FALSE;"Desligamento a pedido";"2452";71
"Mar/2017";FALSE;"Desligamento por morte";"2451";4
"Mar/2017";FALSE;"Desligamento por morte";"2452";1
"Fev/2017";FALSE;"Admissão por primeiro emprego";"2451";310
"Fev/2017";FALSE;"Admissão por primeiro emprego";"2452";32
"Fev/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";748
"Fev/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";317
"Fev/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";611
"Fev/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";220
"Fev/2017";FALSE;"Desligamento por demissão com justa causa";"2451";19
"Fev/2017";FALSE;"Desligamento por demissão com justa causa";"2452";2
"Fev/2017";FALSE;"Desligamento a pedido";"2451";184
"Fev/2017";FALSE;"Desligamento a pedido";"2452";47
"Fev/2017";FALSE;"Desligamento por morte";"2451";5
"Fev/2017";FALSE;"Desligamento por morte";"2452";1
"Jan/2017";FALSE;"Admissão por primeiro emprego";"2451";263
"Jan/2017";FALSE;"Admissão por primeiro emprego";"2452";31
"Jan/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";751
"Jan/2017";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";319
"Jan/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";535
"Jan/2017";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";204
"Jan/2017";FALSE;"Desligamento por demissão com justa causa";"2451";21
"Jan/2017";FALSE;"Desligamento por demissão com justa causa";"2452";10
"Jan/2017";FALSE;"Desligamento a pedido";"2451";153
"Jan/2017";FALSE;"Desligamento a pedido";"2452";47
"Jan/2017";FALSE;"Desligamento por morte";"2451";7
"Jan/2017";FALSE;"Desligamento por morte";"2452";3
"Dez/2016";FALSE;"Admissão por primeiro emprego";"2451";69
"Dez/2016";FALSE;"Admissão por primeiro emprego";"2452";4
"Dez/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";271
"Dez/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";148
"Dez/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";840
"Dez/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";282
"Dez/2016";FALSE;"Desligamento por demissão com justa causa";"2451";26
"Dez/2016";FALSE;"Desligamento por demissão com justa causa";"2452";2
"Dez/2016";FALSE;"Desligamento a pedido";"2451";110
"Dez/2016";FALSE;"Desligamento a pedido";"2452";40
"Dez/2016";FALSE;"Desligamento por morte";"2451";6
"Dez/2016";FALSE;"Desligamento por morte";"2452";0
"Nov/2016";FALSE;"Admissão por primeiro emprego";"2451";150
"Nov/2016";FALSE;"Admissão por primeiro emprego";"2452";22
"Nov/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";529
"Nov/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";222
"Nov/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";709
"Nov/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";263
"Nov/2016";FALSE;"Desligamento por demissão com justa causa";"2451";13
"Nov/2016";FALSE;"Desligamento por demissão com justa causa";"2452";3
"Nov/2016";FALSE;"Desligamento a pedido";"2451";125
"Nov/2016";FALSE;"Desligamento a pedido";"2452";41
"Nov/2016";FALSE;"Desligamento por aposentadoria";"2451";2
"Nov/2016";FALSE;"Desligamento por aposentadoria";"2452";0
"Nov/2016";FALSE;"Desligamento por morte";"2451";2
"Nov/2016";FALSE;"Desligamento por morte";"2452";0
"Out/2016";FALSE;"Admissão por primeiro emprego";"2451";175
"Out/2016";FALSE;"Admissão por primeiro emprego";"2452";21
"Out/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";612
"Out/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";231
"Out/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";639
"Out/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";220
"Out/2016";FALSE;"Desligamento por demissão com justa causa";"2451";22
"Out/2016";FALSE;"Desligamento por demissão com justa causa";"2452";7
"Out/2016";FALSE;"Desligamento a pedido";"2451";153
"Out/2016";FALSE;"Desligamento a pedido";"2452";57
"Out/2016";FALSE;"Desligamento por morte";"2451";4
"Out/2016";FALSE;"Desligamento por morte";"2452";1
"Set/2016";FALSE;"Admissão por primeiro emprego";"2451";317
"Set/2016";FALSE;"Admissão por primeiro emprego";"2452";26
"Set/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";645
"Set/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";237
"Set/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";586
"Set/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";227
"Set/2016";FALSE;"Desligamento por demissão com justa causa";"2451";18
"Set/2016";FALSE;"Desligamento por demissão com justa causa";"2452";5
"Set/2016";FALSE;"Desligamento a pedido";"2451";128
"Set/2016";FALSE;"Desligamento a pedido";"2452";46
"Set/2016";FALSE;"Desligamento por morte";"2451";4
"Set/2016";FALSE;"Desligamento por morte";"2452";2
"Ago/2016";FALSE;"Admissão por primeiro emprego";"2451";271
"Ago/2016";FALSE;"Admissão por primeiro emprego";"2452";31
"Ago/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";714
"Ago/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";220
"Ago/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";847
"Ago/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";285
"Ago/2016";FALSE;"Desligamento por demissão com justa causa";"2451";11
"Ago/2016";FALSE;"Desligamento por demissão com justa causa";"2452";7
"Ago/2016";FALSE;"Desligamento a pedido";"2451";152
"Ago/2016";FALSE;"Desligamento a pedido";"2452";51
"Ago/2016";FALSE;"Desligamento por aposentadoria";"2451";2
"Ago/2016";FALSE;"Desligamento por aposentadoria";"2452";0
"Ago/2016";FALSE;"Desligamento por morte";"2451";7
"Ago/2016";FALSE;"Desligamento por morte";"2452";4
"Jul/2016";FALSE;"Admissão por primeiro emprego";"2451";428
"Jul/2016";FALSE;"Admissão por primeiro emprego";"2452";34
"Jul/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";594
"Jul/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";312
"Jul/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";721
"Jul/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";263
"Jul/2016";FALSE;"Desligamento por demissão com justa causa";"2451";9
"Jul/2016";FALSE;"Desligamento por demissão com justa causa";"2452";1
"Jul/2016";FALSE;"Desligamento a pedido";"2451";137
"Jul/2016";FALSE;"Desligamento a pedido";"2452";38
"Jul/2016";FALSE;"Desligamento por aposentadoria";"2451";0
"Jul/2016";FALSE;"Desligamento por aposentadoria";"2452";1
"Jul/2016";FALSE;"Desligamento por morte";"2451";7
"Jul/2016";FALSE;"Desligamento por morte";"2452";0
"Jun/2016";FALSE;"Admissão por primeiro emprego";"2451";148
"Jun/2016";FALSE;"Admissão por primeiro emprego";"2452";20
"Jun/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";608
"Jun/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";286
"Jun/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1020
"Jun/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";349
"Jun/2016";FALSE;"Desligamento por demissão com justa causa";"2451";15
"Jun/2016";FALSE;"Desligamento por demissão com justa causa";"2452";4
"Jun/2016";FALSE;"Desligamento a pedido";"2451";118
"Jun/2016";FALSE;"Desligamento a pedido";"2452";30
"Jun/2016";FALSE;"Desligamento por aposentadoria";"2451";1
"Jun/2016";FALSE;"Desligamento por aposentadoria";"2452";0
"Jun/2016";FALSE;"Desligamento por morte";"2451";6
"Jun/2016";FALSE;"Desligamento por morte";"2452";1
"Mai/2016";FALSE;"Admissão por primeiro emprego";"2451";243
"Mai/2016";FALSE;"Admissão por primeiro emprego";"2452";19
"Mai/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";717
"Mai/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";294
"Mai/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";807
"Mai/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";343
"Mai/2016";FALSE;"Desligamento por demissão com justa causa";"2451";11
"Mai/2016";FALSE;"Desligamento por demissão com justa causa";"2452";3
"Mai/2016";FALSE;"Desligamento a pedido";"2451";113
"Mai/2016";FALSE;"Desligamento a pedido";"2452";46
"Mai/2016";FALSE;"Desligamento por aposentadoria";"2451";2
"Mai/2016";FALSE;"Desligamento por aposentadoria";"2452";1
"Mai/2016";FALSE;"Desligamento por morte";"2451";9
"Mai/2016";FALSE;"Desligamento por morte";"2452";2
"Abr/2016";FALSE;"Admissão por primeiro emprego";"2451";63
"Abr/2016";FALSE;"Admissão por primeiro emprego";"2452";18
